# timestamp,T3,T4,O1,O2
1741649770.270,240687.409103,214384.283432,225761.628877,233745.797869
1741649770.270,240679.016761,214381.231672,225750.566245,233750.375510
1741649770.285,240662.995017,214375.128150,225733.018621,233581.384260
1741649770.285,240663.757957,214372.076389,225733.400091,233473.046754
1741649770.285,240675.202060,214375.509620,225748.658894,233556.970174
1741649770.285,240693.894094,214381.231672,225762.010347,233727.868774
1741649770.299,240687.409103,214381.231672,225753.999475,233738.168467
1741649770.299,240666.046778,214373.983740,225734.925971,233571.084567
1741649780.348,240597.000691,214037.908590,225652.146961,233275.826717
1741649780.348,240614.548316,214042.486231,225665.498415,233446.725318
1741649780.363,240602.722743,214041.723291,225656.724602,233473.046754
1741649780.363,240586.319529,214037.145650,225641.847269,233325.417829
1741649780.363,240582.123358,214035.619770,225640.321389,233206.399161
1741649780.363,240600.052452,214039.815941,225657.106073,233280.022888
1741649780.378,240615.692726,214041.341821,225668.550175,233448.632668
1741649780.378,240606.537444,214034.475359,225655.198722,233475.717045
1741649780.379,240584.793649,214025.701547,225633.073457,233322.747538
1741649780.379,240572.586606,214021.886846,225629.258756,233193.429178
1741649780.395,240593.567461,214025.320077,225647.569320,233269.723196
1741649780.395,240613.403905,214029.134778,225659.776363,233444.055027
1741649780.395,240609.207734,214029.897718,225652.909902,233479.531745
1741649780.395,240582.886298,214025.320077,225633.454927,233321.221658
1741649780.409,240581.360418,214023.412727,225634.980807,233202.965930
1741649780.409,240597.763632,214027.990368,225653.672842,233277.352598
1741649780.410,240617.218606,214034.856830,225670.457526,233452.447369
1741649780.410,240607.681854,214034.856830,225665.879885,233483.727916
1741649790.340,240321.579286,213870.061750,225493.836874,233405.526548
1741649790.340,240305.939012,213868.535870,225478.196600,233312.829316
1741649790.340,240290.680209,213863.958229,225466.752497,233148.415707
1741649790.340,240294.876380,213864.721169,225473.237489,233138.116015
1741649790.355,240317.383115,213868.535870,225489.259233,233301.766683
1741649790.355,240322.723696,213872.732041,225488.877763,233408.196839
1741649790.356,240300.979901,213871.587631,225469.041318,233310.921966
1741649790.356,240288.391388,213869.680280,225459.504566,233149.560117
1741649790.370,240299.454021,213874.639392,225471.330139,233146.889827
1741649790.370,240321.197816,213879.217033,225486.207472,233310.159025
1741649790.371,240311.279594,213874.257921,225475.526310,233400.567437
1741649790.371,240293.731970,213867.391460,225453.782514,233304.818444
1741649790.385,240279.617576,213862.050879,225440.812531,233143.075126
1741649790.385,240289.535799,213861.287938,225448.441933,233135.445724
1741649790.400,240301.742841,213867.391460,225461.793386,233289.941111
1741649790.400,240308.227833,213870.443221,225461.793386,233399.423026
1741649790.400,240291.061679,213865.484109,225445.008702,233310.159025
1741649790.400,240272.369645,213858.617648,225430.512839,233141.930715
1741649790.415,240278.473166,213857.473237,225437.379300,233127.816322
1741649790.415,240301.361371,213862.813819,225457.215745,233287.270820
1741649790.415,240309.753713,213867.009990,225458.741626,233397.897146
1741649790.415,240291.061679,213865.865579,225446.534583,233304.818444
1741649790.430,240278.091696,213862.050879,225440.049591,233145.363946
1741649790.430,240287.246978,213862.813819,225452.638104,233138.497485
1741649790.430,240310.135183,213867.009990,225473.237489,233299.096393
1741649790.430,240305.939012,213867.772930,225469.422788,233399.041556
1741649790.444,240289.535799,213865.865579,225449.586343,233312.829316
1741649790.444,240271.606704,213863.195289,225433.183129,233146.508357
1741649790.444,240276.947286,213863.576759,225438.523711,233132.012493
1741649790.444,240286.484038,213867.009990,225449.204873,233281.930239
1741649790.460,240294.113440,213868.917340,225448.823403,233390.649214
1741649790.460,240280.761987,213863.195289,225431.275779,233302.148153
1741649790.460,240266.266123,213857.854708,225420.976087,233137.353074
1741649790.460,240266.647593,213856.710297,225427.842548,233117.135160
1741649790.475,240288.772858,213862.813819,225444.245762,233277.352598
1741649790.475,240296.020790,213867.391460,225445.771642,233391.030685
1741649790.475,240275.421405,213863.576759,225428.224018,233300.622273
1741649790.475,240260.544072,213860.143528,225417.542856,233138.878955
1741649790.490,240270.843764,213863.195289,225425.935198,233128.579262
1741649790.490,240289.535799,213865.102639,225439.668121,233283.074649
1741649790.490,240282.669337,213864.721169,225432.038719,233385.690103
1741649790.490,240265.503183,213859.380588,225412.202275,233302.148153
1741649790.505,240250.625849,213854.802947,225400.758172,233138.116015
1741649790.505,240257.873781,213858.999118,225409.150514,233122.857211
1741649800.540,240076.294018,213933.385785,225454.926925,233332.665761
1741649800.540,240059.509334,213928.426674,225436.616360,233180.077725
1741649800.540,240046.539351,213924.993443,225432.038719,233059.151706
1741649800.540,240065.231385,213928.808144,225448.823403,233143.075126
1741649800.555,240083.160480,213934.148726,225463.700737,233311.303436
1741649800.555,240078.201369,213934.530196,225454.545455,233334.573111
1741649800.570,240051.116992,213927.282264,225433.564600,233177.788904
1741649800.570,240048.446701,213924.611973,225431.275779,233067.162578
1741649800.570,240066.375796,213927.663734,225448.060463,233146.508357
1741649800.570,240080.871659,213931.096965,225461.793386,233310.159025
1741649800.584,240076.294018,213933.385785,225454.545455,233336.480462
1741649800.584,240057.220514,213932.622845,225439.668121,233189.233007
1741649800.584,240058.746394,213932.622845,225440.812531,233078.988151
1741649800.584,240070.571967,213937.963427,225455.689865,233150.323057
1741649800.600,240087.356651,213945.592828,225468.278378,233317.788427
1741649800.600,240082.779010,213947.118709,225461.793386,233343.728393
1741649800.601,240067.901676,213941.396657,225443.482822,233192.284767
1741649800.601,240056.076103,213936.819016,225437.760771,233069.451398
1741649810.530,240199.890327,213809.408006,225539.231815,233152.230408
1741649810.530,240202.560618,213807.500656,225540.757695,233082.039911
1741649810.531,240221.252652,213813.604177,225559.449729,233200.677109
1741649810.531,240224.685883,213818.563288,225563.645900,233342.965453
1741649810.545,240217.056481,213818.181818,225554.109148,233320.458718
1741649810.545,240203.323558,213815.892998,225540.376225,233160.241280
1741649810.546,240199.127387,213814.748587,225540.757695,233088.143433
1741649810.546,240217.437952,213817.418878,225558.305319,233204.110340
1741649810.560,240231.552345,213821.233579,225567.460601,233350.213385
1741649810.560,240225.448823,213820.470639,225558.686789,233327.706650
1741649810.561,240202.179148,213817.037408,225543.809456,233157.189519
1741649810.561,240206.756789,213816.274468,225550.294447,233088.524903
