# timestamp,T3,T4,O1,O2
1741651198.811,219200.724793,199221.991751,206379.515056,207262.618315
1741651198.811,219187.373340,199210.166178,206315.428081,207199.675750
1741651198.811,219167.918365,199204.444127,206277.281072,207114.607920
1741651208.861,213246.358153,198796.652600,204975.323654,205904.584794
1741651208.861,213263.142837,198818.777865,204942.898696,205870.252486
1741651208.861,213276.112820,198829.459028,204923.062251,205803.495220
1741651208.861,213285.268102,198827.933147,204953.198388,205813.794912
1741651218.956,210838.137472,198945.425935,204570.965358,205591.016379
1741651218.956,210828.600720,198940.085354,204511.837494,205510.526190
1741651218.957,210826.693370,198935.126243,204490.475169,205448.728036
1741651218.957,210823.260139,198935.507713,204529.385118,205486.875045
1741651228.901,209323.319743,199963.951076,205438.046873,206527.143981
1741651228.902,209311.494171,199958.610495,205394.177813,206499.296665
1741651228.902,209302.338888,199954.414324,205344.586701,206414.610304
1741651228.902,209301.957418,199954.414324,205354.886393,206382.948287
1741651228.916,209320.267983,199960.136376,205416.684548,206457.716425
1741651228.917,209327.134444,199963.569606,205446.820685,206531.340152
1741651228.917,209306.916530,199963.188136,205404.477505,206504.637246
1741651228.917,209293.946547,199961.280786,205351.834633,206421.095296
1741651228.931,209304.246239,199963.951076,205360.608445,206393.629449
1741651228.932,209319.123572,199968.528718,205422.406599,206464.201416
1741651228.932,209301.957418,199960.899316,205439.191283,206521.803400
1741651228.933,209291.276256,199952.506974,205395.703693,206493.193143
1741651228.946,209292.039196,199955.940205,205350.308752,206414.991775
1741651228.946,209298.524188,199959.373435,205357.175214,206387.144458
1741651228.962,209302.338888,199966.239897,205417.447488,206454.664664
1741651228.963,209311.494171,199972.724889,205449.109506,206532.484562
1741651228.963,209295.090957,199965.476957,205404.858975,206507.689007
1741651228.963,209282.120974,199962.806666,205351.834633,206422.239706
1741651228.977,209284.028324,199963.569606,205355.649334,206387.144458
1741651228.977,209301.575948,199971.961948,205418.591899,206458.097895
1741651228.977,209311.875641,199980.354290,205451.779796,206539.732494
1741651228.977,209288.605965,199970.054598,205405.621915,206508.833417
1741651228.991,209276.780392,199964.332547,205350.308752,206419.950886
1741651228.991,209287.461555,199968.910188,205357.556684,206390.577689
1741651228.991,209302.720359,199972.343418,205414.777198,206458.097895
1741651228.991,209290.513316,199968.147247,205439.954224,206523.710750
1741651229.007,209280.213623,199958.991965,205400.662804,206502.348425
1741651229.007,209272.965692,199954.795794,205348.401402,206418.043535
1741651229.007,209280.595093,199956.703145,205353.360513,206386.762988
1741651229.007,209279.069213,199959.373435,205408.292206,206446.272322
1741651229.027,209288.224495,199963.569606,205441.861574,206524.855161
1741651229.027,209285.172734,199965.858427,205409.818086,206512.266648
1741651229.027,209282.120974,199965.858427,205362.515795,206432.539399
1741651229.027,209283.265384,199968.910188,205367.856377,206399.351501
1741651229.040,209297.761247,199972.724889,205423.932480,206463.819946
1741651229.040,209301.194478,199975.013709,205454.831557,206538.969554
1741651229.040,209284.791264,199974.250769,205417.828958,206522.947810
1741651229.040,209277.924803,199972.724889,205367.474906,206439.024390
1741651229.052,209286.698615,199971.199008,205368.619317,206400.114441
1741651229.052,209298.142717,199971.199008,205419.736309,206458.479365
1741651229.053,209295.090957,199976.921060,205453.305677,206530.577212
1741651229.053,209290.513316,199973.869299,205419.354839,206516.081348
1741651239.045,211814.319434,197936.819016,204771.237155,206557.661588
1741651239.045,211828.815297,197923.467563,204763.989223,206513.411058
1741651239.045,212122.547267,198081.396181,205002.789500,206759.840736
1741651239.045,212104.618172,198001.668932,204973.416303,206779.295711
1741651239.057,212080.585557,198007.009513,204922.299311,206774.336600
1741651239.057,212111.484634,198040.578881,204883.770832,206712.156975
1741651239.058,212203.418926,198085.592352,204916.195790,206702.620223
1741651239.058,212219.440669,198047.445342,204924.969602,206721.312257
1741651239.072,212396.824261,198158.071669,205085.949980,206939.894619
1741651239.072,212386.524569,198111.532318,205025.296235,206907.088191
1741651239.072,212472.736809,198222.540114,205060.391484,206921.584055
1741651239.072,212432.682450,198188.970746,204997.448919,206824.309182
1741651239.086,212266.742961,197937.963427,204825.787378,206668.669385
1741651239.086,212348.759030,198009.679804,204920.010490,206835.371814
1741651239.087,212405.979544,198017.309205,204891.781704,206843.764156
1741651239.087,212405.598074,197983.358367,204800.991822,206727.415779
1741651248.999,216018.501299,199555.778080,202697.565744,204980.664235
1741651249.002,216112.724412,199641.227380,202884.486088,205137.829912
1741651249.002,216155.830532,199712.562287,202972.605679,205251.507999
1741651249.002,216222.587798,199809.455690,202978.709201,205294.614119
1741651249.003,216375.557304,199949.073743,203047.373817,205368.619317
1741651249.006,216240.135422,199807.929810,202963.450397,205232.434494
1741651249.006,216136.757027,199674.033808,202945.902773,205180.936032
1741651249.006,216027.275111,199592.399208,202859.309062,205121.045228
1741651249.006,216137.138497,199732.398732,202905.085473,205211.835110
1741651249.006,216110.054121,199736.976373,202842.905848,205143.933433
1741651249.006,216104.332070,199709.510526,202868.845815,205118.374937
1741651249.006,216056.266838,199709.129056,202964.213337,205178.647212
1741651249.006,216072.288582,199711.799347,202987.483013,205226.712443
1741651249.006,215994.850154,199655.723243,202845.957609,205122.189638
1741651249.006,215978.828410,199641.227380,202766.230360,205036.358868
1741651249.006,216071.144172,199748.801945,202912.333405,205142.026083
1741651249.006,216107.765301,199761.008988,203043.177646,205224.423623
1741651249.006,216018.501299,199689.674081,203008.082398,205201.916887
1741651249.006,215853.706220,199559.211311,202788.355625,205038.266218
1741651249.006,215831.962425,199532.508404,202716.257778,204959.683380
1741651249.006,215941.825811,199677.467039,202861.979353,205062.298834
1741651249.007,216125.694395,199864.005913,203148.463391,205319.409675
1741651249.007,216123.024104,199851.417400,203185.465990,205371.671077
1741651249.007,215873.924135,199634.360918,202873.423456,205111.508476
1741651249.007,215660.682355,199456.595856,202617.457025,204849.819994
1741651249.007,215669.837637,199472.999070,202683.832821,204869.274968
1741651249.007,215759.101638,199585.151277,202870.371695,205023.388885
1741651249.007,215794.959826,199600.410080,202931.406909,205097.394082
1741651249.007,215788.856305,199608.039482,202883.723148,205082.516749
1741651249.007,215898.338221,199741.935484,202921.870157,205134.778151
1741651249.015,216031.089812,199896.049400,203080.943185,205249.982119
