# timestamp,T3,T4,O1,O2
1741649981.560,229691.533748,205597.119901,218658.655795,226118.684882
1741649981.560,229677.419355,205591.016379,218644.922872,225980.974179
1741649981.560,229683.522876,205590.253439,218649.500513,225965.333906
1741649981.560,229695.348449,205596.356961,218663.614906,226084.734044
1741649991.610,229364.995351,205235.486255,218399.637603,225760.102997
1741649991.610,229358.128889,205233.578905,218387.049090,225727.296569
1741649991.610,229344.014496,205227.475383,218372.553227,225590.730277
1741649991.610,229337.148034,205224.423623,218374.079107,225533.509763
1741649991.625,229357.365949,205229.382734,218392.008202,225641.465799
1741649991.625,229370.717402,205235.104785,218400.400544,225760.484467
1741649991.626,229362.706530,205235.104785,218389.719381,225733.018621
1741649991.626,229343.251556,205229.382734,218374.460577,225596.070858
1741649991.640,229346.303316,205227.856853,218380.564099,225551.057387
1741649991.640,229366.139761,205233.578905,218398.111723,225658.631953
1741649991.640,229371.861812,205237.012136,218404.596715,225771.547100
1741649991.640,229360.036240,205234.341845,218393.534082,225740.648022
1741650001.572,228961.018525,204814.343275,218183.725532,225511.003028
1741650001.572,228954.533534,204814.343275,218174.951720,225406.861693
1741650001.572,228956.059414,204818.157976,218181.818182,225439.668121
1741650001.572,228975.514389,204823.117087,218194.788165,225576.997354
1741650001.587,228975.895859,204826.550318,218191.354934,225619.340534
1741650001.587,228958.729705,204822.354147,218173.044370,225509.858618
1741650001.601,228944.233841,204820.446797,218162.744677,225396.562001
1741650001.601,228957.585294,204825.405908,218174.570250,225435.853420
1741650001.601,228974.369978,204827.313258,218186.395823,225567.079131
1741650001.601,228973.225568,204823.498558,218178.766421,225598.741149
1741650001.616,228955.677944,204815.869156,218159.311446,225483.537181
1741650001.616,228948.048542,204809.384164,218149.774694,225371.766445
1741650001.616,228963.307346,204812.054455,218164.270558,225412.583745
1741650001.616,228977.040269,204819.683857,218179.147891,225547.242687
1741650001.631,228980.854970,204824.642968,218182.962592,225598.741149
1741650001.631,228969.029397,204823.498558,218171.899959,225497.651575
1741650001.631,228965.214696,204820.446797,218168.466729,225392.747300
1741650001.631,228970.555277,204820.446797,218179.529361,225419.068736
1741650001.646,228993.443483,204826.550318,218199.747276,225559.449729
1741650001.646,228998.021124,204830.365019,218204.324917,225607.896431
1741650001.646,228983.525260,204828.457669,218190.591994,225503.755096
1741650001.646,228969.792337,204825.405908,218182.962592,225392.747300
1741650001.660,228983.525260,204827.313258,218196.695515,225432.038719
1741650001.660,229002.598765,204833.035310,218212.335789,225569.749422
1741650001.661,228996.876714,204832.653840,218207.758148,225610.566722
1741650001.661,228976.658799,204823.880028,218189.447584,225496.888635
1741650011.725,228819.111652,204792.599480,218091.409770,225344.300598
1741650011.725,228807.667549,204788.403309,218082.254488,225219.178409
1741650011.742,228809.956369,204788.403309,218090.265360,225210.404597
1741650011.742,228833.226045,204793.743891,218110.864745,225340.867368
1741650011.742,228841.236917,204795.651241,218114.297976,225423.264907
1741650011.742,228826.359583,204791.073600,218100.183582,225351.167060
1741650011.757,228810.719310,204786.877429,218089.502420,225227.189281
1741650011.757,228815.678421,204786.495959,218099.802112,225222.611640
1741650011.758,228837.422216,204790.310660,218121.164437,225350.404120
1741650011.758,228840.092506,204793.362420,218124.216198,225429.749899
1741650021.657,227831.867058,203866.390101,217356.316906,224472.641442
1741650021.657,227851.703502,203874.400973,217374.627471,224597.000691
1741650021.657,227860.477314,203880.885964,217378.823642,224688.553513
1741650021.657,227842.548220,203880.123024,217364.327778,224620.651837
1741650021.670,227830.722647,203876.308323,217356.316906,224494.385237
1741650021.670,227838.352049,203878.978614,217366.616599,224478.744963
1741650021.671,227857.807024,203884.700665,217386.071573,224595.856281
1741650021.671,227858.188494,203887.370956,217387.597454,224674.439120
1741650021.687,227849.033212,203883.174785,217376.153351,224611.878025
1741650021.687,227836.444699,203878.978614,217366.235129,224482.559664
1741650021.687,227840.640870,203879.360084,217372.720120,224463.104690
1741650021.687,227854.755263,203881.267434,217387.978924,224574.875426
1741650021.702,227865.436426,203885.082135,217392.938035,224665.283838
1741650021.702,227854.755263,203880.885964,217380.349522,224601.578332
1741650021.702,227835.300288,203874.019503,217363.183368,224465.012040
1741650021.702,227838.352049,203872.493622,217366.616599,224444.412655
1741650021.717,227859.714374,203877.071263,217383.782753,224563.049853
1741650021.717,227869.632597,203877.071263,217385.690103,224648.880624
1741650021.717,227849.033212,203872.493622,217365.090718,224578.308657
1741650021.717,227834.537348,203867.534511,217351.357795,224452.804997
1741650021.732,227838.352049,203869.060391,217354.791026,224436.783253
1741650021.732,227856.662614,203874.019503,217368.905419,224554.657511
1741650021.732,227854.373793,203874.400973,217368.142479,224635.147700
1741650021.732,227844.074101,203869.441862,217353.265146,224575.638366
1741650021.747,227829.196767,203864.482750,217340.295162,224445.938536
1741650021.747,227831.485588,203864.864220,217345.635744,224425.720621
1741650021.762,227841.022340,203864.482750,217358.987197,224534.821067
1741650021.762,227849.033212,203862.956870,217360.894547,224624.085068
1741650021.762,227834.537348,203859.142169,217345.635744,224564.957204
1741650021.762,227814.319434,203851.894237,217332.665761,224434.112963
1741650021.775,227816.608254,203848.842477,217338.387812,224415.802398
1741650021.775,227834.537348,203853.038648,217355.553966,224532.532246
1741650021.776,227841.403810,203854.564528,217358.605727,224624.085068
1741650021.776,227821.185895,203850.368357,217342.583983,224559.616623
1741650031.617,227107.455356,203445.628591,217023.293517,224296.402260
1741650031.617,227097.155664,203445.247121,217008.416184,224245.666738
1741650031.617,227074.648928,203441.050950,216994.683261,224116.348378
1741650031.617,227077.700689,203441.432420,216999.260902,224095.748993
1741650031.632,227095.248313,203447.917412,217013.756765,224209.808550
1741650031.632,227105.548006,203453.639463,217018.334406,224303.650192
1741650031.632,227086.474501,203450.969172,217005.364423,224244.522328
1741650031.632,227074.648928,203447.535942,216995.446201,224121.307489
1741650031.647,227078.845099,203446.391531,217000.786782,224100.326634
1741650031.647,227095.629783,203450.969172,217018.334406,224215.149131
1741650031.662,227097.537134,203455.165343,217021.767637,224306.320483
1741650031.662,227088.763322,203454.402403,217009.942064,224255.966431
1741650031.662,227076.556279,203450.969172,216998.879432,224131.607181
1741650031.662,227077.700689,203454.020933,217006.508833,224107.574565
