# timestamp,T3,T4,O1,O2
1741648249.249,273166.917006,243236.392247,240444.794125,240261.688482
1741648249.249,274490.236750,243374.484419,245658.345850,252761.318933
1741648249.249,272241.470567,243211.215221,243066.256586,253214.886870
1741648249.249,269383.115180,242954.867320,236052.928975,240714.874949
1741648249.263,270032.758744,242968.981713,234472.116921,231973.487829
1741648249.263,273161.576425,243226.855494,240394.058603,240178.146532
1741648249.264,274513.506425,243380.206471,245659.490261,253184.369263
1741648249.264,272212.860310,243222.659323,243113.177407,253278.973845
1741648249.278,269453.305677,242980.044346,236111.675369,240051.116992
1741648249.278,270061.750471,242990.344038,234479.364852,232020.027180
1741648249.279,273143.647331,243236.773717,240359.344825,240138.473643
1741648249.279,274462.007963,243376.391770,245632.405884,252638.104094
1741648249.293,272243.377918,243216.555802,243126.910331,253328.946427
1741648249.293,269452.924207,242965.929953,236118.160360,240828.934506
1741648249.294,269983.549102,242970.507594,234437.021672,232008.964547
1741648249.294,273096.345040,243226.474024,240311.661064,240057.220514
1741648249.308,274493.288511,243385.928522,245640.035286,253113.415826
1741648249.308,272301.742841,243238.681067,243193.667597,253408.292206
1741648249.309,269427.365711,242984.240517,236174.617934,240220.108242
1741648249.309,270013.685239,242989.581098,234454.187826,232033.760103
1741648249.322,273117.707365,243232.959016,240288.391388,239989.700308
1741648249.322,274511.599075,243374.102949,245625.539423,252489.330758
1741648249.339,272242.996448,243212.741101,243200.152588,253410.199557
1741648249.339,269447.202155,242959.444961,236184.917626,240910.187636
1741648249.339,269992.704385,242964.785542,234416.422287,232001.716615
1741648249.339,273077.653005,243216.555802,240231.170875,239887.466323
1741648249.353,274477.266767,243370.288248,245609.517679,252984.860406
1741648249.353,272307.464893,243223.422264,243252.032520,253466.275660
1741648249.354,269498.700618,242974.322295,236241.756670,240358.581885
1741648249.354,269970.960589,242973.940824,234421.762869,232011.253368
1741648249.368,273070.023603,243226.855494,240214.386191,239828.338459
1741648249.368,274503.969673,243373.721479,245607.228858,252327.968910
1741648249.383,272346.374842,243216.555802,243276.065136,253512.815011
1741648249.383,269428.510121,242955.248790,236242.138140,241012.803090
1741648249.384,269944.639153,242954.104380,234388.574971,232004.005436
1741648249.384,273051.331569,243203.967289,240155.258327,239749.374151
1741648249.384,274502.825263,243360.751496,245582.433302,252899.029635
1741648249.384,272302.124312,243212.741101,243299.334812,253547.147319
1741648249.398,269469.327421,242964.404072,236282.192499,240504.303459
1741648249.398,269960.660897,242968.218773,234388.193501,232036.430394
1741648249.399,273040.650407,243218.463152,240128.936891,239715.041843
1741648249.399,274440.264168,243367.999428,245573.278020,252214.672293
1741648249.413,272342.941611,243219.607563,243342.440932,253606.275183
1741648249.413,269507.092959,242965.929953,236326.443030,241106.263262
1741648249.414,269917.554777,242957.919081,234371.027347,232031.852753
1741648249.414,272989.914884,243203.967289,240080.108719,239615.859619
1741648249.427,274486.422049,243359.607086,245563.359798,252808.239754
1741648249.427,272390.625373,243216.555802,243378.299120,253646.329542
1741648249.427,269454.068617,242962.878192,236349.712705,240650.406504
1741648249.427,269912.977136,242965.167012,234367.212646,232038.337744
1741648249.443,272995.636936,243210.452280,240048.065231,239550.246763
1741648249.443,274506.258494,243367.236488,245553.823046,252049.877214
1741648249.458,272342.178671,243219.989033,243402.713206,253675.702739
1741648249.458,269502.133848,242964.404072,236382.519133,241175.690818
1741648249.459,269916.791837,242951.434089,234343.561500,232033.760103
1741648249.459,272967.408149,243194.049067,239992.752068,239462.127173
1741648249.473,274461.245023,243352.740624,245519.109267,252689.602556
1741648249.473,272380.325680,243209.689340,243416.827599,253709.653577
1741648249.474,269517.392652,242962.496722,236401.211168,240803.757480
1741648249.474,269872.541306,242954.485850,234323.725055,232040.245095
1741648249.489,272933.838781,243200.915528,239954.223589,239394.606967
1741648249.489,274484.896169,243363.421787,245516.820447,251894.237417
1741648249.489,272436.783253,243223.422264,243460.315190,253765.348211
1741648249.489,269474.286532,242963.641132,236429.821424,241265.336290
1741648249.504,269864.911904,242949.526739,234309.229192,232037.193334
1741648249.504,272934.983191,243186.801135,239909.591589,239310.683547
1741648249.504,274502.062323,243350.833274,245499.272823,252588.131512
1741648249.504,272379.562740,243207.019050,243480.914575,253772.977612
1741648259.417,270426.435877,241898.195170,237195.050426,242825.548959
1741648259.417,270109.815702,241825.715852,233517.297284,232097.465608
1741648259.418,272688.553513,242040.102043,237996.137615,236377.560022
1741648259.418,274557.375486,242238.847960,244401.783373,248877.190473
1741648259.432,273276.780392,242160.646592,244055.408531,253835.920177
1741648259.432,270451.994373,241895.906349,237236.630665,242923.205302
1741648259.433,270110.578642,241818.467921,233510.430823,232128.364685
1741648259.433,272602.341273,242021.028539,237935.865341,236279.140739
1741648259.447,274583.315452,242228.166798,244382.328398,249557.733114
1741648259.447,273317.597692,242148.821019,244090.122309,253859.571323
1741648259.448,270474.119639,241881.791956,237286.984717,243012.087833
1741648259.448,270057.554300,241798.250006,233503.182891,232135.612617
1741648259.462,272625.229478,242010.347376,237898.862742,236205.898481
1741648259.462,274607.348068,242219.774456,244366.688124,248705.528932
1741648259.462,273319.886513,242141.573087,244126.361967,253883.603939
1741648259.462,270474.119639,241879.503135,237343.060821,243106.310946
1741648259.477,270089.597787,241808.168228,233520.730515,232186.729609
1741648259.477,272638.962401,242022.935889,237866.819255,236150.585318
1741648259.478,274556.994016,242226.640917,244334.644637,249403.619197
1741648259.478,273338.960017,242155.687481,244161.075746,253922.513888
1741648259.492,270502.348425,241896.287819,237393.033402,243225.711084
1741648259.492,270089.597787,241823.808502,233521.493455,232236.320721
1741648259.493,272548.553990,242035.524402,237813.031972,236071.239539
1741648259.493,274576.448990,242244.951482,244315.952602,248570.869990
1741648259.507,273370.240565,242169.420404,244196.933934,253965.238538
1741648259.507,270520.658990,241906.587512,237447.202155,243335.955940
1741648259.522,270027.418163,241819.612331,233511.956703,232259.971867
1741648259.522,272559.616623,242030.183821,237763.440860,235999.523162
1741648259.523,274581.026631,242244.188542,244285.816465,249271.630546
1741648259.523,273371.766445,242172.472165,244226.688601,254000.715256
1741648259.537,270521.803400,241904.680161,237497.556207,243439.334335
1741648259.537,270051.069308,241815.797630,233519.204635,232300.789166
