# timestamp,T3,T4,O1,O2
1741650061.992,226275.850559,202794.459147,216628.090504,223635.314594
1741650061.992,226273.943209,202791.788856,216620.461102,223674.987483
1741650061.993,226259.828815,202785.303865,216602.150538,223577.331140
1741650061.993,226246.858832,202783.777984,216597.191426,223467.086284
1741650071.981,225390.077009,201610.757457,215790.382185,222609.541521
1741650071.981,225401.139642,201608.468636,215798.393057,222607.252700
1741650071.981,225419.068736,201611.520397,215814.414801,222726.652838
1741650071.981,225422.120497,201613.046277,215814.414801,222798.369215
1741650071.996,225406.480223,201604.272465,215797.630117,222718.260496
1741650071.996,225393.510240,201595.117183,215785.804544,222595.808597
1741650071.996,225401.139642,201592.446892,215792.289536,222593.138307
1741650071.996,225413.728155,201595.880123,215805.640989,222709.105214
1741650072.011,225421.357557,201598.550414,215808.311280,222783.491882
1741650072.011,225404.191403,201588.250721,215786.567484,222704.527573
1741650072.012,225387.025249,201576.043678,215767.112510,222579.786854
1741650072.012,225382.447607,201570.703097,215766.731040,222566.435400
1741650072.027,225402.665522,201572.610448,215782.371313,222688.124359
1741650072.027,225408.387574,201574.136328,215782.371313,222761.748087
1741650072.027,225393.128770,201568.414277,215765.586629,222688.887299
1741650072.027,225371.003505,201560.784875,215748.420475,222560.713349
1741650072.041,225378.632907,201557.351644,215753.761057,222557.661588
1741650072.041,225395.799061,201560.021935,215767.875450,222678.587607
1741650072.041,225396.180531,201561.929285,215766.349570,222751.066924
1741650072.041,225377.488496,201557.351644,215746.894595,222675.917316
1741650081.913,224508.881101,201314.736666,215376.105667,222284.147534
1741650081.913,224499.344348,201312.829316,215369.620676,222198.316763
1741650081.913,224510.406981,201315.499607,215381.064778,222250.578166
1741650081.913,224516.129032,201318.169897,215389.075650,222364.637723
1741650081.928,224514.221682,201318.551367,215384.116539,222389.814749
1741650081.928,224497.818468,201317.406957,215369.239206,222283.003123
1741650081.928,224491.333476,201316.644017,215368.094795,222197.553823
1741650081.928,224497.818468,201321.221658,215381.827719,222244.474644
1741650081.942,224515.747562,201325.417829,215397.086522,222370.359774
1741650081.942,224512.695801,201326.943709,215391.745941,222395.536800
1741650081.943,224492.477887,201323.129008,215373.053906,222284.910474
1741650081.943,224481.033784,201318.932837,215367.331855,222196.027943
1741650081.957,224493.240827,201323.510479,215381.446248,222249.815225
1741650081.957,224511.169921,201330.376940,215398.612403,222377.989176
1741650081.958,224503.921989,201334.191641,215392.890351,222400.877381
1741650081.958,224486.755835,201328.469590,215374.198317,222291.776935
1741650081.973,224483.322604,201329.232530,215372.672436,222207.472045
1741650081.973,224497.436998,201334.954581,215387.549770,222262.403738
1741650081.973,224500.488759,201338.006342,215398.612403,222378.752116
1741650081.973,224499.725818,201337.243402,215392.127411,222404.310612
1741650081.986,224485.229955,201333.810171,215376.105667,222298.643397
1741650081.986,224479.126433,201334.573111,215373.816847,222212.431157
1741650082.003,224485.229955,201336.861932,215384.498009,222258.207567
1741650082.003,224502.777579,201339.913692,215396.323582,222385.237108
1741650082.003,224498.962878,201338.769282,215387.168300,222408.506783
1741650082.003,224481.415254,201333.810171,215369.239206,222295.973106
1741650082.018,224472.259972,201330.376940,215366.568915,222205.564695
1741650082.018,224483.322604,201331.902820,215382.590659,222257.063157
1741650082.018,224502.014639,201335.336051,215397.849462,222381.803877
1741650082.018,224497.818468,201337.243402,215392.890351,222402.403262
1741650082.032,224483.322604,201334.573111,215377.250077,222295.210166
1741650082.032,224479.126433,201332.284291,215375.342727,222208.234986
1741650082.033,224491.714946,201335.717521,215388.312710,222260.114918
1741650082.033,224500.107288,201343.346923,215402.045633,222379.515056
1741650082.047,224500.107288,201345.635744,215399.756813,222410.795604
1741650082.047,224484.848485,201343.728393,215385.642419,222304.746918
1741650082.048,224479.889374,201342.583983,215382.209189,222218.153208
1741650082.048,224486.374365,201347.543094,215393.653291,222265.836969
1741650082.062,224505.447870,201354.409556,215407.767685,222396.299740
