# timestamp,T3,T4,O1,O2
1741651349.577,218976.038910,191534.987960,203946.498820,204970.746012
1741651349.577,218957.346876,191539.184131,203883.556255,204887.967003
1741651349.591,218945.902773,191546.432063,203804.591946,204799.847412
1741651349.591,218954.295115,191563.979687,203826.335741,204840.283242
1741651349.606,218966.883628,191571.990559,203925.899435,204957.013089
1741651349.606,218957.346876,191573.897909,203976.634957,205004.696850
1741651349.606,218920.725747,191583.434661,203917.888563,204926.495482
1741651349.606,218895.930191,191595.641704,203837.016904,204836.850011
1741651349.621,218918.818396,191617.766969,203865.627161,204880.719071
1741651349.621,218953.532175,191625.396371,203964.046444,205000.882150
1741651349.622,218953.913645,191614.333739,204003.337863,205038.647689
1741651349.622,218908.900174,191604.415516,203933.528837,204941.372815
1741651349.636,218897.456071,191597.930525,203840.450135,204834.179720
1741651349.636,218964.976277,191617.004029,203862.575400,204873.852609
1741651349.636,219011.897098,191639.892235,203973.583196,205013.089192
1741651349.636,218988.627423,191630.736953,204013.637556,205050.854731
1741651349.651,218960.017166,191621.581670,203942.684119,204962.353670
1741651349.651,218943.613952,191620.055790,203852.657178,204862.789977
1741651349.652,218978.709201,191644.088406,203875.926853,204910.092268
1741651349.652,219008.082398,191661.636030,203987.697590,205046.658560
1741651349.666,219026.011492,191663.161910,204044.155163,205104.260544
1741651349.667,219011.515628,191659.347209,203982.738478,205021.481534
1741651349.667,218964.594807,191653.243688,203890.804187,204916.577260
1741651349.667,218957.728346,191639.892235,203886.226546,204927.258422
1741651359.551,221950.742675,191256.133324,204443.172877,205619.626636
1741651359.551,221998.426436,191272.918008,204519.085425,205721.860620
1741651359.551,222031.232864,191287.413871,204618.267649,205834.775767
1741651359.551,221994.993205,191284.743581,204612.164128,205809.598741
1741651359.568,221949.216794,191255.370384,204498.867511,205674.176859
1741651359.568,221941.968863,191239.348640,204434.399065,205610.852824
1741651359.569,221981.260282,191244.307751,204497.341630,205696.302124
1741651359.569,221989.271154,191253.081563,204593.090623,205802.350809
1741651359.582,221985.456453,191259.566555,204592.709153,205791.288177
1741651359.582,221970.960589,191263.762726,204507.259853,205684.476552
1741651359.583,221973.249410,191267.577427,204461.101972,205633.741029
1741651359.583,221985.837923,191260.710965,204508.404263,205700.879765
1741651359.598,222003.385547,191256.896264,204590.038862,205795.102878
1741651359.598,221997.282026,191259.185085,204588.131512,205780.988484
1741651359.598,221961.042367,191257.659204,204496.960160,205668.073338
1741651359.598,221974.775290,191260.710965,204450.802279,205619.245166
1741651359.613,222013.685239,191262.999785,204516.415135,205702.405646
1741651359.613,222033.521684,191261.092435,204602.627375,205803.495220
1741651359.614,222002.241137,191264.525666,204600.720025,205788.617886
1741651359.614,221987.745273,191271.773598,204514.889254,205684.476552
1741651359.629,221995.756145,191275.969768,204463.009322,205636.411320
1741651359.629,222020.551701,191273.680948,204515.652195,205714.231219
1741651359.642,222021.696111,191279.021529,204606.060606,205820.661374
1741651359.642,222018.262881,191277.495649,204604.534726,205811.506092
1741651359.643,221990.415564,191269.484777,204508.022793,205697.065064
1741651359.643,221994.993205,191274.825358,204463.390792,205649.381303
1741651359.657,222041.914026,191294.280333,204538.158930,205745.893236
1741651359.657,222058.698710,191293.898863,204628.185871,205848.890160
1741651359.658,222038.480795,191284.362110,204622.082350,205829.435186
1741651359.658,221991.941444,191271.010657,204520.611306,205704.694466
1741651359.673,221995.374675,191267.577427,204464.916673,205647.092483
1741651359.673,222040.769616,191282.454760,204532.055409,205734.067663
1741651359.674,222062.894881,191285.506521,204625.134111,205839.353408
1741651359.674,222028.181103,191277.877119,204621.319410,205819.898434
1741651369.557,226683.642086,191756.240612,205149.274015,206572.920392
1741651369.557,226663.424171,191747.085330,205156.521946,206571.394512
1741651369.557,226613.833059,191748.611210,205073.361467,206473.356698
1741651369.557,226609.255418,191755.096202,205012.707722,206408.506783
1741651369.572,226656.557709,191769.210595,205062.680304,206474.501109
1741651369.572,226676.012684,191771.499416,205161.862528,206584.745965
1741651369.573,226647.020957,191764.251484,205172.543690,206590.468016
1741651369.573,226587.511623,191757.003552,205085.949980,206478.315810
1741651369.588,226590.181914,191763.870014,205025.677705,206412.702954
1741651369.588,226615.740410,191764.251484,205066.495005,206472.975228
1741651369.588,226622.225401,191758.529433,205151.562835,206574.064802
1741651369.588,226576.067520,191744.415039,205157.666357,206571.775982
1741651369.603,226557.375486,191746.703860,205079.464988,206476.408459
1741651369.603,226574.541640,191753.951792,205020.718594,206411.940014
1741651369.603,226597.429845,191753.188852,205057.721193,206466.108767
1741651369.603,226596.666905,191755.859142,205154.996066,206575.972153
1741651369.618,226613.070119,191750.518561,205174.069571,206588.560666
1741651369.618,226568.056648,191734.115347,205076.794698,206474.119639
1741651369.618,226560.427247,191743.270629,205010.037432,206408.888253
1741651369.618,226604.677777,191760.436783,205059.628543,206481.749040
1741651369.632,226632.906564,191758.910903,205152.325775,206593.138307
1741651369.632,226616.503350,191753.951792,205173.688101,206605.726820
1741651369.633,226569.201059,191751.281501,205095.868202,206502.729895
1741651369.633,226556.231076,191735.259757,205010.418902,206411.558544
1741651369.647,226578.356341,191729.919176,205038.647689,206458.860835
1741651369.647,226633.669504,191744.033569,205142.789023,206581.694204
1741651369.648,226614.214529,191752.044441,205173.688101,206606.489760
1741651369.648,226585.222802,191745.559450,205090.909091,206504.255776
1741651369.662,226581.026631,191744.796510,205016.140953,206425.291467
1741651369.662,226623.751282,191744.033569,205046.277090,206469.541997
1741651369.679,226647.783897,191760.055313,205157.284887,206591.612426
1741651369.679,226645.495077,191765.395894,205188.946904,206620.222683
1741651369.679,226606.203657,191751.281501,205100.064373,206509.977827
1741651369.679,226587.511623,191743.270629,205020.718594,206421.858236
1741651369.693,226619.936581,191744.415039,205053.906492,206469.541997
1741651369.693,226653.505949,191756.240612,205157.666357,206588.560666
1741651369.693,226650.072718,191761.199723,205188.565434,206614.882102
1741651369.693,226606.203657,191758.529433,205107.312305,206511.885178
1741651379.619,228642.109530,192947.190234,205890.470400,207391.173736
1741651379.619,228597.858999,192948.334645,205823.331664,207304.198555
1741651379.635,228595.570179,192954.438166,205746.656176,207222.182486
1741651379.635,228629.902487,192970.841380,205768.399971,207264.525666
