# timestamp,T3,T4,O1,O2
1741650242.730,221016.140953,197981.832487,213736.165749,219928.569726
1741650242.730,221014.615073,197981.451017,213739.980450,219923.992084
1741650242.744,221032.544167,197985.265718,213755.620723,220030.803710
1741650242.744,221040.173569,197985.265718,213757.528074,220094.890685
1741650242.744,221029.873876,197980.306607,213743.413680,220030.803710
1741650242.744,221010.800372,197974.966025,213728.536347,219919.795914
1741650242.759,221017.666834,197975.347495,213735.784279,219921.321794
1741650242.759,221031.781227,197980.306607,213750.280142,220026.226069
1741650242.760,221034.451518,197983.739837,213750.280142,220087.642753
1741650242.760,221013.852133,197982.976897,213733.113988,220019.741077
1741650242.774,221000.500679,197981.069547,213718.618125,219918.270033
1741650242.774,221001.263620,197982.213957,213721.669885,219915.981213
1741650242.774,221011.944782,197989.080419,213732.351048,220017.833727
1741650242.774,221010.037432,197991.369239,213728.536347,220079.250411
1741650242.789,220995.923038,197989.461889,213713.277543,220020.122547
1741650242.789,220983.715996,197986.410128,213699.926090,219920.940324
1741650242.789,220982.571585,197987.936008,213702.214911,219916.744153
1741650242.789,220997.067449,197993.276590,213715.566364,220022.029898
1741650242.804,221000.500679,197997.472761,213715.184894,220086.498343
1741650242.804,220990.200987,197995.946880,213699.163150,220025.844599
1741650242.805,220969.983072,197991.750709,213682.378466,219914.455332
1741650242.805,220974.560713,197992.513649,213687.337577,219913.310922
1741650242.819,220991.726867,197996.328350,213702.214911,220016.307846
1741650242.819,221000.882150,198002.431872,213706.792552,220085.735403
1741650242.834,220983.334525,198000.905991,213690.007868,220017.833727
1741650242.834,220971.127483,197991.369239,213677.419355,219910.640631
1741650242.834,220975.323654,197988.698949,213681.996996,219903.392700
1741650242.834,220987.912167,197992.513649,213695.729919,220004.482274
1741650242.848,220992.871278,197997.091291,213698.018740,220070.095129
1741650242.848,220983.715996,197994.039530,213688.100517,220008.296974
1741650242.848,220976.086594,197991.750709,213681.234056,219906.825930
1741650242.848,220977.231004,197993.658060,213688.100517,219899.577999
1741650242.864,220995.923038,197998.998641,213705.266671,220002.956393
1741650242.864,221003.933910,198002.813342,213708.699902,220070.476599
1741650242.864,220994.397158,198003.957752,213696.492859,220012.111675
1741650242.864,220976.468064,197999.380111,213683.141406,219900.340939
1741650242.879,220983.715996,197999.380111,213690.770808,219896.907708
1741650242.879,221001.645090,198003.194812,213706.411082,219997.234342
1741650242.879,221006.985671,198005.865103,213706.029612,220063.228667
1741650242.879,220986.767756,198001.668932,213687.337577,219993.801111
1741650242.894,220975.323654,197998.617171,213675.893474,219890.041246
1741650242.894,220980.664235,198000.143051,213682.378466,219888.515366
1741650242.895,220996.304508,198005.865103,213696.874329,219988.842000
1741650242.895,220997.830389,198007.009513,213694.585509,220050.258684
1741650252.869,220636.196743,198045.537992,213558.400687,219889.659776
1741650252.869,220623.226760,198040.960351,213545.430704,219784.755502
1741650252.869,220627.422931,198040.578881,213551.534225,219766.063467
1741650252.869,220637.722624,198045.156522,213566.793029,219857.616289
1741650252.883,220649.166726,198050.497103,213573.659490,219941.921179
1741650252.883,220645.733495,198056.600625,213568.700379,219904.918580
1741650252.883,220637.341153,198056.219155,213560.689507,219803.829006
1741650252.883,220632.000572,198055.456214,213564.885678,219775.218749
1741650252.898,220652.981427,198062.704146,213587.010943,219874.019503
1741650252.898,220668.240231,198070.333548,213599.217986,219955.654102
1741650252.898,220660.610829,198073.003839,213587.773884,219909.496221
1741650252.898,220641.537324,198071.096488,213570.989200,219794.292254
1741650252.914,220646.114966,198074.911189,213575.948311,219772.166989
1741650252.914,220661.373769,198081.396181,213591.588585,219863.338340
1741650252.914,220667.477291,198087.118232,213595.021815,219935.817657
1741650252.914,220656.414658,198087.118232,213581.288892,219889.278306
1741650252.929,220644.589085,198085.592352,213567.937439,219779.796390
1741650252.929,220651.837017,198088.262642,213572.515080,219755.763775
1741650252.930,220661.755239,198091.314403,213587.010943,219839.687195
1741650252.930,220671.291992,198093.603223,213591.207114,219919.795914
1741650252.944,220663.662590,198093.221753,213580.144482,219880.123024
1741650252.944,220652.981427,198091.314403,213568.700379,219773.692869
1741650252.945,220649.929666,198090.169993,213574.803901,219746.989963
1741650252.945,220671.673462,198096.654984,213594.640345,219845.790716
1741650262.997,220544.643922,197879.217033,213440.526429,219553.203157
1741650262.997,220565.243306,197881.505853,213459.218463,219659.251842
1741650262.998,220570.583888,197881.887323,213462.651694,219722.957347
1741650262.998,220556.850964,197875.783802,213447.392890,219655.437141
1741650262.998,220543.499511,197868.535870,213437.093198,219548.244045
1741650262.998,220551.510383,197866.247050,213445.485540,219548.244045
1741650262.998,220571.346828,197869.298810,213461.507284,219651.622440
1741650262.998,220573.254178,197871.587631,213463.033164,219707.698543
1741650263.007,220559.139785,197868.917340,213448.155831,219646.281859
1741650263.007,220546.932742,197867.772930,213437.474668,219549.388456
1741650263.008,220554.562144,197871.206161,213443.959660,219556.636387
1741650263.008,220563.335956,197877.691152,213454.640822,219657.344491
1741650263.023,220568.295067,197881.124383,213454.640822,219722.194407
1741650263.023,220558.758315,197879.979973,213441.670839,219660.396252
1741650263.024,220548.077152,197877.691152,213433.278497,219560.832558
1741650263.024,220543.499511,197879.598503,213436.330258,219555.873447
1741650263.037,220561.810076,197883.413204,213451.970531,219662.303603
1741650263.037,220567.532127,197886.846434,213453.877882,219725.627638
1741650263.038,220553.799204,197884.176144,213438.237608,219660.396252
1741650263.038,220538.158930,197879.217033,213426.793505,219555.110507
1741650263.053,220545.406862,197878.835563,213437.093198,219555.873447
1741650263.053,220563.717426,197882.650263,213454.640822,219660.777722
1741650263.053,220569.058007,197887.227905,213460.362873,219721.431467
1741650263.053,220556.469494,197881.887323,213447.392890,219659.251842
1741650272.968,220301.647474,197776.983048,213316.930119,219497.889994
1741650272.968,220308.513936,197774.694228,213323.796581,219497.508523
1741650272.968,220318.050688,197778.890399,213339.055385,219593.638986
1741650272.968,220325.298620,197780.034809,213341.344205,219656.200081
1741650272.984,220313.473047,197776.220108,213326.085402,219591.731636
1741650272.984,220302.028944,197775.075698,213315.404239,219492.167942
1741650272.999,220300.121594,197777.745989,213321.507761,219486.445891
1741650272.999,220319.195098,197783.849510,213337.910974,219590.587226
